,Customer ID,Age,Gender,Item Purchased,Category,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Payment Method,Frequency of Purchases,Date,IQR_Purchase Amount (USD),IQR_Previous Purchases
1106,1107,52.0,Male,Skirt,Clothing,Minnesota,L,Violet,Winter,3.6,No,Store Pickup,Yes,Yes,Venmo,Fortnightly,2020-11-06 14:38:59.676840212,96.0,12.0
1107,1108,69.0,Male,Sneakers,Footwear,Texas,M,Peach,Fall,2.8,No,Store Pickup,Yes,Yes,Bank Transfer,Weekly,2020-11-06 21:23:24.360092328,62.0,26.0
1108,1109,44.022402159244265,Not Specified,Shorts,Clothing,Nebraska,M,Teal,Fall,2.8,No,Standard,Yes,Yes,Cash,Fortnightly,2020-11-07 04:07:49.043344444,25.0,50.0
1109,1110,66.0,Male,Hoodie,Clothing,Oklahoma,L,Violet,Winter,4.9,No,Next Day Air,Yes,Yes,Venmo,Weekly,2020-11-07 10:52:13.726596560,97.0,2.0
1110,1111,44.022402159244265,Male,Hoodie,Clothing,Texas,L,Cyan,Fall,3.0,No,Standard,Yes,Yes,Cash,Bi-Weekly,2020-11-07 17:36:38.409848676,61.0,31.0
1111,1112,22.0,Male,Shoes,Footwear,Idaho,S,Olive,Summer,4.1,No,Next Day Air,Yes,Yes,Credit Card,Bi-Weekly,2020-11-08 00:21:03.093100792,66.0,4.0
1112,1113,69.0,Male,Hoodie,Clothing,Washington,XL,Pink,Spring,4.6,No,Free Shipping,Yes,Yes,PayPal,Quarterly,2020-11-08 07:05:27.776352908,67.0,32.0
1113,1114,28.0,Male,Sunglasses,Accessories,Maryland,M,Purple,Summer,4.8,No,Next Day Air,Yes,Yes,PayPal,Bi-Weekly,2020-11-08 07:05:27.776352908,80.0,11.0
1114,1115,55.0,Male,Skirt,Clothing,New Hampshire,L,Violet,Fall,2.6,No,Next Day Air,Yes,Yes,Bank Transfer,Every 3 Months,2020-11-08 20:34:17.142857140,25.0,47.0
1115,1116,30.0,Male,Hat,Accessories,New York,S,Peach,Fall,4.0,No,2-Day Shipping,Yes,Yes,Cash,Weekly,2020-11-09 03:18:41.826109256,58.0,37.0
1116,1117,67.0,Male,Backpack,Accessories,Hawaii,M,Charcoal,Winter,4.2,No,Express,Yes,Yes,PayPal,Fortnightly,2020-11-09 10:03:06.509361372,96.0,39.0
1117,1118,44.022402159244265,Male,Sunglasses,Accessories,California,L,Lavender,Spring,4.5,No,Store Pickup,Yes,Yes,Credit Card,Monthly,2020-11-09 16:47:31.192613488,77.0,24.0
1118,1119,49.0,Male,Belt,Accessories,Idaho,M,Purple,Summer,4.9,No,Standard,Yes,Yes,PayPal,Every 3 Months,2020-11-09 23:31:55.875865604,65.0,11.0
1119,1120,34.0,Male,Jewelry,Accessories,Louisiana,M,Indigo,Spring,3.1,No,Standard,Yes,Yes,Credit Card,Weekly,2020-11-09 23:31:55.875865604,36.0,36.0
1120,1121,22.0,Male,Sneakers,Footwear,Pennsylvania,M,Magenta,Winter,4.0,No,Next Day Air,Yes,Yes,Debit Card,Monthly,2020-11-10 13:00:45.242369836,84.0,40.0
1121,1122,63.0,Male,T-shirt,Clothing,Florida,XL,Peach,Fall,3.2,No,Express,Yes,Yes,Cash,Quarterly,2020-11-10 19:45:09.925621952,58.0,25.0
1122,1123,70.0,Male,Handbag,Accessories,North Carolina,S,Charcoal,Spring,4.3,No,2-Day Shipping,Yes,Yes,Credit Card,Annually,2020-11-11 02:29:34.608874068,62.0,60.0
1123,1124,36.0,Male,Hat,Accessories,Massachusetts,S,Purple,Fall,2.5,No,Store Pickup,Yes,Yes,Cash,Monthly,2020-11-11 09:13:59.292126184,66.86180836707152,38.0
1124,1125,42.0,Male,Sweater,Clothing,Iowa,M,Orange,Spring,4.9,No,Express,Yes,Yes,Cash,Quarterly,2020-11-11 15:58:23.975378300,100.0,40.0
1125,1126,27.0,Male,Sandals,Footwear,North Dakota,M,Lavender,Summer,2.7,No,2-Day Shipping,Yes,Yes,Bank Transfer,Weekly,2020-11-11 22:42:48.658630416,90.0,10.0
1126,1127,23.0,Male,Scarf,Accessories,Iowa,L,Beige,Winter,3.4,No,Standard,Yes,Yes,Venmo,Fortnightly,2020-11-12 05:27:13.341882532,58.0,47.0
1127,1128,50.0,Male,Shirt,Clothing,Delaware,XL,Maroon,Spring,4.8,No,Store Pickup,Yes,Yes,Debit Card,Monthly,2020-11-12 12:11:38.025134648,53.0,22.0
1128,1129,44.022402159244265,Male,Gloves,Accessories,New York,L,Charcoal,Winter,4.7,No,Next Day Air,Yes,Yes,Debit Card,Monthly,2020-11-12 18:56:02.708386764,66.86180836707152,35.0
1129,1130,37.0,Male,Hoodie,Clothing,New Hampshire,XL,White,Winter,4.7,No,Express,Yes,Yes,Venmo,Fortnightly,2020-11-13 01:40:27.391638880,62.0,46.0
1130,1131,67.0,Male,Jewelry,Accessories,Kentucky,M,Lavender,Summer,3.9,No,Standard,Yes,Yes,PayPal,Bi-Weekly,2020-11-13 08:24:52.074890996,41.0,30.0
1131,1132,67.0,Male,Shirt,Clothing,Illinois,M,Black,Spring,3.7,No,Express,Yes,Yes,Bank Transfer,Monthly,2020-11-13 15:09:16.758143112,73.0,20.0
1132,1133,50.0,Male,Hoodie,Clothing,North Carolina,S,Teal,Spring,4.3,No,Store Pickup,Yes,Yes,Cash,Fortnightly,2020-11-13 21:53:41.441395228,98.0,25.0
1133,1134,36.0,Male,Shoes,Footwear,Connecticut,XL,Magenta,Winter,4.1,No,2-Day Shipping,Yes,Yes,Cash,Weekly,2020-11-14 04:38:06.124647344,36.0,29.0
1134,1135,62.0,Male,T-shirt,Clothing,Wisconsin,M,Brown,Summer,4.6,No,Express,Yes,Yes,Venmo,Every 3 Months,2020-11-14 11:22:30.807899460,81.0,2.0
1135,1136,65.0,Male,Skirt,Clothing,Massachusetts,L,Peach,Winter,3.6,No,2-Day Shipping,Yes,Yes,Bank Transfer,Quarterly,2020-11-14 18:06:55.491151576,90.0,32.0
1136,1137,23.0,Male,Handbag,Accessories,Illinois,S,Cyan,Summer,4.8,No,Free Shipping,Yes,Yes,Cash,Monthly,2020-11-15 00:51:20.174403692,83.0,37.0
1137,1138,46.0,Male,Shirt,Clothing,New Mexico,XL,Pink,Winter,2.8,No,2-Day Shipping,Yes,Yes,Bank Transfer,Every 3 Months,2020-11-15 07:35:44.857655808,91.0,16.0
1138,1139,18.0,Male,Pants,Clothing,Iowa,M,Purple,Summer,4.7,No,Express,Yes,Yes,Venmo,Fortnightly,2020-11-15 14:20:09.540907924,36.0,32.0
1139,1140,58.0,Male,Coat,Outerwear,Alabama,L,Purple,Spring,3.9,No,Standard,Yes,Yes,Debit Card,Bi-Weekly,2020-11-15 21:04:34.224160040,53.0,42.0
1140,1141,31.0,Male,Jeans,Clothing,Maryland,M,White,Winter,2.6,No,Store Pickup,Yes,Yes,Credit Card,Every 3 Months,2020-11-16 03:48:58.907412156,39.0,6.0
1141,1142,39.0,Male,Gloves,Accessories,Ohio,S,Silver,Winter,4.7,No,Next Day Air,Yes,Yes,PayPal,Fortnightly,2020-11-16 10:33:23.590664272,33.0,23.0
1142,1143,69.0,Male,T-shirt,Clothing,Ohio,L,Green,Spring,3.5,No,Store Pickup,Yes,Yes,Venmo,Bi-Weekly,2020-11-16 17:17:48.273916388,76.0,33.0
1143,1144,68.0,Male,Boots,Footwear,Nevada,L,Teal,Winter,4.4,No,Standard,Yes,Yes,PayPal,Quarterly,2020-11-17 00:02:12.957168504,23.0,43.0
1144,1145,41.0,Male,Jeans,Clothing,South Carolina,S,Indigo,Fall,4.4,No,2-Day Shipping,Yes,Yes,Bank Transfer,Fortnightly,2020-11-17 06:46:37.640420620,54.0,25.0
1145,1146,31.0,Male,Sneakers,Footwear,Nevada,L,Pink,Summer,3.0,No,Express,Yes,Yes,Cash,Every 3 Months,2020-11-17 06:46:37.640420620,89.0,16.0
1146,1147,44.022402159244265,Male,Sneakers,Footwear,Wisconsin,M,Indigo,Summer,4.2,No,Standard,Yes,Yes,Bank Transfer,Every 3 Months,2020-11-17 20:15:27.006924852,38.0,7.0
1147,1148,59.0,Male,Hat,Accessories,Tennessee,XL,Red,Winter,4.3,No,Next Day Air,Yes,Yes,Debit Card,Annually,2020-11-18 02:59:51.690176968,36.0,17.0
1148,1149,34.0,Male,Pants,Clothing,Florida,M,Violet,Spring,2.6,No,Store Pickup,Yes,Yes,PayPal,Fortnightly,2020-11-18 09:44:16.373429084,66.0,10.0
1149,1150,21.0,Male,Jewelry,Accessories,Georgia,L,Cyan,Spring,3.3,No,Store Pickup,Yes,Yes,Venmo,Annually,2020-11-18 16:28:41.056681200,42.0,40.0
1150,1151,29.0,Male,Jewelry,Accessories,Kentucky,S,Red,Winter,2.7,No,Next Day Air,Yes,Yes,Venmo,Bi-Weekly,2020-11-18 23:13:05.739933316,62.0,50.0
1151,1152,41.0,Male,Blouse,Clothing,Ohio,M,Gray,Spring,4.2,No,Express,Yes,Yes,Credit Card,Weekly,2020-11-19 05:57:30.423185432,86.0,24.0
1152,1153,62.0,Male,Handbag,Accessories,Connecticut,M,Gold,Fall,4.0,No,Standard,Yes,Yes,PayPal,Every 3 Months,2020-11-19 12:41:55.106437548,49.0,8.0
1153,1154,27.0,Male,Shirt,Clothing,Idaho,M,Pink,Summer,4.0,No,Free Shipping,Yes,Yes,Bank Transfer,Quarterly,2020-11-19 19:26:19.789689664,41.0,6.0
1154,1155,49.0,Not Specified,Dress,Clothing,Georgia,L,Cyan,Spring,2.9,No,2-Day Shipping,Yes,Yes,Credit Card,Bi-Weekly,2020-11-20 02:10:44.472941780,82.0,44.0
1155,1156,67.0,Male,T-shirt,Clothing,Tennessee,S,Red,Fall,2.6,No,Express,Yes,Yes,PayPal,Quarterly,2020-11-20 08:55:09.156193896,66.86180836707152,47.0
1156,1157,20.0,Male,Shoes,Footwear,Hawaii,M,Gold,Summer,4.8,No,Express,Yes,Yes,Venmo,Every 3 Months,2020-11-20 15:39:33.839446012,21.0,6.0
1157,1158,37.0,Male,Belt,Accessories,Idaho,M,Charcoal,Fall,4.4,No,Standard,Yes,Yes,Cash,Quarterly,2020-11-20 22:23:58.522698128,66.0,11.0
1158,1159,69.0,Male,Belt,Accessories,Nevada,L,Orange,Summer,4.0,No,2-Day Shipping,Yes,Yes,Bank Transfer,Annually,2020-11-21 05:08:23.205950244,89.0,41.0
1159,1160,66.0,Male,Handbag,Accessories,New Hampshire,L,Blue,Fall,3.6,No,2-Day Shipping,Yes,Yes,Venmo,Every 3 Months,2020-11-21 11:52:47.889202356,55.0,46.0
1160,1161,37.0,Male,Scarf,Accessories,North Dakota,S,Blue,Summer,3.2,No,Next Day Air,Yes,Yes,Venmo,Bi-Weekly,2020-11-21 18:37:12.572454472,42.0,9.0
1161,1162,63.0,Male,Shorts,Clothing,Oklahoma,S,Orange,Fall,3.1,No,2-Day Shipping,Yes,Yes,PayPal,Monthly,2020-11-22 01:21:37.255706588,52.0,37.0
1162,1163,47.0,Not Specified,Sandals,Footwear,North Carolina,M,Blue,Winter,4.2,No,Express,Yes,Yes,PayPal,Weekly,2020-11-22 08:06:01.938958704,92.0,13.0
1163,1164,26.0,Male,Pants,Clothing,Idaho,L,White,Summer,3.0,No,2-Day Shipping,Yes,Yes,Debit Card,Monthly,2020-11-22 14:50:26.622210820,56.0,24.0
1164,1165,68.0,Male,Dress,Clothing,Montana,M,Green,Winter,4.2,No,Standard,Yes,Yes,PayPal,Quarterly,2020-11-22 21:34:51.305462936,96.0,47.0
1165,1166,51.0,Male,T-shirt,Clothing,Wisconsin,M,Silver,Winter,2.9,No,Next Day Air,Yes,Yes,Venmo,Every 3 Months,2020-11-23 04:19:15.988715052,64.0,21.0
1166,1167,48.0,Male,Dress,Clothing,Connecticut,S,Lavender,Winter,3.7,No,Store Pickup,Yes,Yes,Venmo,Fortnightly,2020-11-23 11:03:40.671967168,66.86180836707152,22.0
1167,1168,60.0,Male,Socks,Clothing,New Jersey,XL,Beige,Summer,3.6,No,Free Shipping,Yes,Yes,PayPal,Quarterly,2020-11-23 17:48:05.355219284,83.0,16.0
1168,1169,68.0,Male,Scarf,Accessories,Mississippi,L,Violet,Summer,3.6,No,Standard,Yes,Yes,Debit Card,Fortnightly,2020-11-24 00:32:30.038471400,91.0,37.0
1169,1170,25.0,Male,Backpack,Accessories,Wyoming,S,Gray,Fall,4.5,No,2-Day Shipping,Yes,Yes,Cash,Annually,2020-11-24 07:16:54.721723516,94.0,3.0
1170,1171,57.0,Male,Skirt,Clothing,Illinois,S,Red,Spring,3.2,No,Express,Yes,Yes,Cash,Bi-Weekly,2020-11-24 14:01:19.404975632,62.0,33.0
1171,1172,41.0,Male,Socks,Clothing,Louisiana,M,Lavender,Spring,3.9,No,Next Day Air,Yes,Yes,Debit Card,Annually,2020-11-24 20:45:44.088227748,55.0,15.0
1172,1173,59.0,Male,Coat,Outerwear,Oregon,L,Peach,Spring,4.6,No,Store Pickup,Yes,Yes,Bank Transfer,Bi-Weekly,2020-11-25 03:30:08.771479864,68.0,42.0
1173,1174,44.0,Male,Jewelry,Accessories,South Dakota,M,Indigo,Winter,2.5,No,Express,Yes,Yes,Cash,Bi-Weekly,2020-11-25 10:14:33.454731980,76.0,42.0
1174,1175,44.022402159244265,Male,Backpack,Accessories,Michigan,M,Black,Winter,4.3,No,Express,Yes,Yes,Bank Transfer,Bi-Weekly,2020-11-25 16:58:58.137984096,31.0,19.0
1175,1176,35.0,Male,Belt,Accessories,New Jersey,M,Beige,Spring,4.1,No,Store Pickup,Yes,Yes,PayPal,Quarterly,2020-11-25 16:58:58.137984096,81.0,26.0
1176,1177,36.0,Male,Dress,Clothing,Oregon,M,Red,Winter,4.6,No,Free Shipping,Yes,Yes,PayPal,Quarterly,2020-11-26 06:27:47.504488328,66.86180836707152,39.0
1177,1178,54.0,Male,Skirt,Clothing,Iowa,M,Black,Spring,4.8,No,Standard,Yes,Yes,Debit Card,Monthly,2020-11-26 13:12:12.187740444,21.0,24.0
1178,1179,37.0,Male,Dress,Clothing,South Carolina,M,Teal,Spring,4.9,No,Express,Yes,Yes,Debit Card,Annually,2020-11-26 19:56:36.870992560,22.0,23.0
1179,1180,20.0,Male,T-shirt,Clothing,Indiana,M,Blue,Summer,2.8,No,Free Shipping,Yes,Yes,Bank Transfer,Annually,2020-11-27 02:41:01.554244676,33.0,44.0
1180,1181,23.0,Male,Skirt,Clothing,Oregon,S,Beige,Spring,4.9,No,Standard,Yes,Yes,Cash,Monthly,2020-11-27 09:25:26.237496792,66.86180836707152,34.0
1181,1182,61.0,Male,Shorts,Clothing,New York,L,Teal,Summer,3.5,No,Free Shipping,Yes,Yes,Bank Transfer,Quarterly,2020-11-27 16:09:50.920748908,96.0,43.0
1182,1183,37.0,Male,Jewelry,Accessories,New Mexico,M,Maroon,Spring,3.8,No,Express,Yes,Yes,PayPal,Quarterly,2020-11-27 16:09:50.920748908,21.0,45.0
1183,1184,23.0,Male,Pants,Clothing,Louisiana,M,Yellow,Spring,4.5,No,2-Day Shipping,Yes,Yes,Credit Card,Weekly,2020-11-28 05:38:40.287253140,39.0,32.0
1184,1185,63.0,Male,Belt,Accessories,South Carolina,S,Indigo,Fall,3.4,No,Express,Yes,Yes,Credit Card,Annually,2020-11-28 12:23:04.970505256,73.0,19.0
1185,1186,47.0,Male,Jeans,Clothing,Maine,M,Magenta,Spring,3.9,No,Standard,Yes,Yes,Credit Card,Monthly,2020-11-28 19:07:29.653757372,64.0,29.0
1186,1187,63.0,Male,Jeans,Clothing,Indiana,M,Beige,Summer,4.1,No,2-Day Shipping,Yes,Yes,Credit Card,Annually,2020-11-29 01:51:54.337009488,68.0,27.0
1187,1188,44.022402159244265,Male,Hat,Accessories,Iowa,L,Maroon,Fall,3.0,No,Express,Yes,Yes,Credit Card,Every 3 Months,2020-11-29 08:36:19.020261604,89.0,37.0
1188,1189,68.0,Male,Blouse,Clothing,Mississippi,M,Magenta,Summer,3.3,No,Next Day Air,Yes,Yes,Credit Card,Weekly,2020-11-29 15:20:43.703513720,29.0,11.0
1189,1190,64.0,Male,Shirt,Clothing,Idaho,XL,Teal,Summer,4.9,No,Free Shipping,Yes,Yes,Debit Card,Annually,2020-11-29 22:05:08.386765836,97.0,28.0
1190,1191,62.0,Male,Shirt,Clothing,South Carolina,M,Orange,Winter,4.3,No,Next Day Air,Yes,Yes,Credit Card,Weekly,2020-11-30 04:49:33.070017952,45.0,31.0
1191,1192,34.0,Male,T-shirt,Clothing,Indiana,L,Charcoal,Winter,4.1,No,Free Shipping,Yes,Yes,Venmo,Quarterly,2020-11-30 11:33:57.753270068,70.0,50.0
1192,1193,49.0,Male,Coat,Outerwear,Florida,M,Turquoise,Summer,4.0,No,2-Day Shipping,Yes,Yes,Venmo,Quarterly,2020-11-30 11:33:57.753270068,56.0,42.0
1193,1194,40.0,Male,Jacket,Outerwear,Alaska,L,Pink,Fall,5.0,No,2-Day Shipping,Yes,Yes,Credit Card,Fortnightly,2020-12-01 01:02:47.119774300,55.0,18.0
1194,1195,50.0,Male,Hoodie,Clothing,New York,S,Teal,Winter,3.1,No,2-Day Shipping,Yes,Yes,Credit Card,Fortnightly,2020-12-01 07:47:11.803026416,46.0,6.0
1195,1196,25.0,Male,Scarf,Accessories,Texas,M,White,Winter,4.0,No,2-Day Shipping,Yes,Yes,Venmo,Monthly,2020-12-01 14:31:36.486278532,95.0,33.0
1196,1197,30.0,Male,Belt,Accessories,North Dakota,M,Maroon,Winter,3.2,No,2-Day Shipping,Yes,Yes,Bank Transfer,Bi-Weekly,2020-12-01 21:16:01.169530648,88.0,13.0
1197,1198,54.0,Male,Sneakers,Footwear,Vermont,L,Violet,Fall,3.9,No,Standard,Yes,Yes,PayPal,Annually,2020-12-02 04:00:25.852782764,92.0,26.0
1198,1199,40.0,Male,Socks,Clothing,Idaho,M,Brown,Summer,3.9,No,2-Day Shipping,Yes,Yes,Cash,Annually,2020-12-02 10:44:50.536034880,49.0,17.0
1199,1200,49.0,Male,Sandals,Footwear,Idaho,M,Indigo,Fall,4.5,No,Free Shipping,Yes,Yes,Debit Card,Weekly,2020-12-02 17:29:15.219286996,89.0,3.0
1200,1201,27.0,Not Specified,Coat,Outerwear,Connecticut,XL,Black,Winter,4.4,No,Store Pickup,Yes,Yes,PayPal,Weekly,2020-12-03 00:13:39.902539112,22.0,7.0
1201,1202,27.0,Male,Shoes,Footwear,Illinois,XL,Black,Summer,3.1,No,2-Day Shipping,Yes,Yes,Venmo,Fortnightly,2020-12-03 06:58:04.585791228,61.0,46.0
1202,1203,48.0,Male,Scarf,Accessories,Idaho,S,Olive,Spring,2.9,No,Standard,Yes,Yes,Venmo,Every 3 Months,2020-12-03 13:42:29.269043344,66.86180836707152,14.0
1203,1204,40.0,Male,Sneakers,Footwear,Minnesota,M,Orange,Winter,3.7,No,Free Shipping,Yes,Yes,Bank Transfer,Annually,2020-12-03 20:26:53.952295460,82.0,23.0
1204,1205,67.0,Male,Belt,Accessories,Florida,M,Pink,Spring,3.2,No,2-Day Shipping,Yes,Yes,Credit Card,Every 3 Months,2020-12-04 03:11:18.635547576,94.0,20.0
1205,1206,52.0,Male,Handbag,Accessories,California,M,Olive,Spring,3.5,No,Standard,Yes,Yes,Bank Transfer,Fortnightly,2020-12-04 09:55:43.318799692,99.0,38.0
1206,1207,22.0,Male,Handbag,Accessories,Mississippi,S,Cyan,Fall,3.0,No,Free Shipping,Yes,Yes,Venmo,Every 3 Months,2020-12-04 16:40:08.002051808,59.0,16.0
1207,1208,62.0,Male,Boots,Footwear,Washington,M,White,Summer,4.1,No,Next Day Air,Yes,Yes,Credit Card,Every 3 Months,2020-12-04 23:24:32.685303924,90.0,48.0
1208,1209,20.0,Male,Boots,Footwear,Wisconsin,S,Red,Winter,2.9,No,2-Day Shipping,Yes,Yes,Debit Card,Annually,2020-12-05 06:08:57.368556040,100.0,8.0
1209,1210,41.0,Male,Pants,Clothing,Idaho,M,Blue,Winter,3.8,No,Next Day Air,Yes,Yes,Bank Transfer,Monthly,2020-12-05 12:53:22.051808156,62.0,16.0
1210,1211,34.0,Male,Sunglasses,Accessories,Missouri,M,Olive,Fall,4.1,No,Next Day Air,Yes,Yes,Cash,Quarterly,2020-12-05 19:37:46.735060272,78.0,5.0
1211,1212,23.0,Male,Hoodie,Clothing,Oklahoma,M,Green,Spring,4.6,No,Store Pickup,Yes,Yes,Venmo,Every 3 Months,2020-12-05 19:37:46.735060272,62.0,14.0
1212,1213,32.0,Male,Shoes,Footwear,Pennsylvania,M,Yellow,Summer,2.5,No,Free Shipping,Yes,Yes,Credit Card,Weekly,2020-12-06 09:06:36.101564504,74.0,18.0
1213,1214,68.0,Male,Handbag,Accessories,Kentucky,XL,Black,Spring,3.7,No,Express,Yes,Yes,Debit Card,Every 3 Months,2020-12-06 15:51:00.784816616,52.0,14.0
1214,1215,30.0,Male,Jacket,Outerwear,Vermont,M,Blue,Fall,3.8,No,Free Shipping,Yes,Yes,Cash,Every 3 Months,2020-12-06 22:35:25.468068732,81.0,5.0
1215,1216,66.0,Male,Blouse,Clothing,Oregon,L,Pink,Winter,2.6,No,2-Day Shipping,Yes,Yes,Credit Card,Every 3 Months,2020-12-07 05:19:50.151320848,20.0,15.0
1216,1217,62.0,Male,Pants,Clothing,Utah,XL,Lavender,Summer,3.7,No,Free Shipping,Yes,Yes,Venmo,Every 3 Months,2020-12-07 12:04:14.834572964,32.0,13.5
1217,1218,50.0,Male,Boots,Footwear,Idaho,XL,Cyan,Fall,2.6,No,Free Shipping,Yes,Yes,Cash,Every 3 Months,2020-12-07 18:48:39.517825080,63.0,12.0
1218,1219,55.0,Male,Boots,Footwear,Pennsylvania,M,Cyan,Spring,3.1,No,Store Pickup,Yes,Yes,Cash,Every 3 Months,2020-12-08 01:33:04.201077196,79.0,43.0
1219,1220,19.0,Male,Sweater,Clothing,Vermont,M,Gold,Winter,2.5,No,Next Day Air,Yes,Yes,Credit Card,Bi-Weekly,2020-12-08 08:17:28.884329312,23.0,35.0
1220,1221,44.022402159244265,Male,Gloves,Accessories,Kentucky,M,Green,Winter,4.9,No,Express,Yes,Yes,Bank Transfer,Quarterly,2020-12-08 15:01:53.567581428,64.0,36.0
1221,1222,18.0,Male,Socks,Clothing,Iowa,M,Red,Winter,4.5,No,Standard,Yes,Yes,Cash,Quarterly,2020-12-08 21:46:18.250833544,69.0,3.0
1222,1223,58.0,Male,Jeans,Clothing,Indiana,L,Magenta,Fall,3.4,No,Store Pickup,Yes,Yes,Bank Transfer,Annually,2020-12-09 04:30:42.934085660,69.0,27.0
1223,1224,69.0,Male,Pants,Clothing,Kansas,L,Red,Winter,3.9,No,Free Shipping,Yes,Yes,Bank Transfer,Weekly,2020-12-09 11:15:07.617337776,24.0,21.0
1224,1225,62.0,Male,Shorts,Clothing,Illinois,M,Yellow,Summer,3.7,No,Store Pickup,Yes,Yes,Venmo,Weekly,2020-12-09 17:59:32.300589892,50.0,18.0
1225,1226,28.0,Male,Gloves,Accessories,North Carolina,S,Turquoise,Fall,2.6,No,Free Shipping,Yes,Yes,Debit Card,Weekly,2020-12-10 00:43:56.983842008,97.0,25.0
1226,1227,44.022402159244265,Male,Sandals,Footwear,Ohio,S,Cyan,Fall,3.4,No,Store Pickup,Yes,Yes,Venmo,Bi-Weekly,2020-12-10 07:28:21.667094124,91.0,18.0
1227,1228,27.0,Male,Blouse,Clothing,Illinois,L,Yellow,Spring,4.9,No,Store Pickup,Yes,Yes,Bank Transfer,Bi-Weekly,2020-12-10 14:12:46.350346240,37.0,19.0
1228,1229,44.022402159244265,Male,Jacket,Outerwear,Indiana,S,Yellow,Winter,3.9,No,Express,Yes,Yes,Cash,Annually,2020-12-10 20:57:11.033598356,55.0,1.0
1229,1230,34.0,Male,Jewelry,Accessories,Kansas,XL,Maroon,Winter,3.6,No,Express,Yes,Yes,Bank Transfer,Annually,2020-12-11 03:41:35.716850472,52.0,25.0
1230,1231,25.0,Male,Hat,Accessories,Illinois,L,Brown,Spring,4.6,No,Standard,Yes,Yes,Venmo,Monthly,2020-12-11 10:26:00.400102588,80.0,49.0
1231,1232,44.022402159244265,Male,Socks,Clothing,Pennsylvania,M,Gold,Spring,4.0,No,2-Day Shipping,Yes,Yes,Credit Card,Fortnightly,2020-12-11 17:10:25.083354704,79.0,43.0
1232,1233,57.0,Male,Handbag,Accessories,New York,M,Charcoal,Summer,3.6,No,Free Shipping,Yes,Yes,Debit Card,Every 3 Months,2020-12-11 23:54:49.766606820,115.0,31.0
1233,1234,46.0,Male,Pants,Clothing,Utah,L,Beige,Winter,3.5,No,Next Day Air,Yes,Yes,Venmo,Every 3 Months,2020-12-12 06:39:14.449858936,73.0,40.0
1234,1235,38.0,Male,Gloves,Accessories,New Jersey,M,Indigo,Fall,4.1,No,Store Pickup,Yes,Yes,Bank Transfer,Bi-Weekly,2020-12-12 06:39:14.449858936,99.0,2.0
1235,1236,44.022402159244265,Male,Sweater,Clothing,Idaho,M,Red,Spring,3.0,No,Store Pickup,Yes,Yes,PayPal,Every 3 Months,2020-12-12 20:08:03.816363168,22.0,46.0
1236,1237,42.0,Male,Hat,Accessories,New Mexico,M,White,Summer,4.4,No,Store Pickup,Yes,Yes,Debit Card,Every 3 Months,2020-12-13 02:52:28.499615284,68.0,35.0
1237,1238,25.0,Male,Dress,Clothing,Michigan,S,Charcoal,Spring,4.4,No,2-Day Shipping,Yes,Yes,Credit Card,Quarterly,2020-12-13 09:36:53.182867400,92.0,42.0
1238,1239,55.0,Male,Pants,Clothing,Wyoming,M,Violet,Winter,3.7,No,Express,Yes,Yes,Venmo,Fortnightly,2020-12-13 16:21:17.866119516,77.0,3.0
1239,1240,62.0,Male,Coat,Outerwear,New Jersey,XL,Magenta,Spring,4.8,No,Standard,Yes,Yes,Debit Card,Every 3 Months,2020-12-13 23:05:42.549371632,66.86180836707152,32.0
1240,1241,41.0,Male,Scarf,Accessories,New Jersey,L,White,Winter,2.9,No,Store Pickup,Yes,Yes,Debit Card,Annually,2020-12-14 05:50:07.232623748,79.0,25.0
1241,1242,58.0,Male,Hoodie,Clothing,Hawaii,XL,Pink,Winter,3.1,No,Express,Yes,Yes,Credit Card,Weekly,2020-12-14 12:34:31.915875864,51.0,34.0
1242,1243,44.022402159244265,Male,Socks,Clothing,Nevada,M,Lavender,Summer,4.0,No,Next Day Air,Yes,Yes,Bank Transfer,Quarterly,2020-12-14 19:18:56.599127980,27.0,15.0
1243,1244,25.0,Male,Blouse,Clothing,New Hampshire,S,Pink,Spring,3.0,No,Store Pickup,Yes,Yes,Debit Card,Annually,2020-12-15 02:03:21.282380096,23.0,22.0
1244,1245,70.0,Male,Socks,Clothing,Indiana,S,Silver,Summer,3.9,No,2-Day Shipping,Yes,Yes,Cash,Monthly,2020-12-15 08:47:45.965632212,76.0,2.0
1245,1246,42.0,Male,Dress,Clothing,New York,M,Violet,Fall,3.4,No,Standard,Yes,Yes,Bank Transfer,Weekly,2020-12-15 15:32:10.648884328,31.0,30.0
1246,1247,27.0,Male,Hoodie,Clothing,Louisiana,M,Charcoal,Winter,2.7,No,Standard,Yes,Yes,Cash,Monthly,2020-12-15 22:16:35.332136444,60.0,27.0
1247,1248,65.0,Male,T-shirt,Clothing,Virginia,M,Charcoal,Spring,3.5,No,Express,Yes,Yes,Venmo,Bi-Weekly,2020-12-16 05:01:00.015388560,99.0,18.0
1248,1249,62.0,Male,Hat,Accessories,Wisconsin,XL,Red,Winter,3.0,No,Free Shipping,Yes,Yes,Credit Card,Annually,2020-12-16 11:45:24.698640676,37.0,8.0
